Distances,Errors
617.0,1.8229628
618.0,1.3763329
619.0,1.7855396
620.0,1.3939544
621.0,1.8309073
622.0,1.7109175
623.0,1.7583121
624.0,1.7933087
625.0,1.6988672
626.0,1.5840281
627.0,1.75534
628.0,1.766268
629.0,1.7876217
630.0,1.8600125
631.0,1.8667858
632.0,1.8418034
633.0,1.7485559
634.0,1.6833862
635.0,1.5619136
636.0,1.364961
637.0,1.047438
638.0,1.9923769
639.0,1.5398339
640.0,1.6432858
641.0,1.961828
642.0,1.9041067
643.0,1.6422918
644.0,1.6903043
645.0,1.6898222
646.0,1.7111576
647.0,1.6907681
648.0,1.6720335
649.0,1.547434
650.0,1.5843036
651.0,1.8978559
652.0,1.8368212
653.0,1.9223832
654.0,1.8990613
655.0,1.6078058
656.0,1.6098301
657.0,1.8077368
658.0,1.6363174
659.0,1.4141817
660.0,1.726629
661.0,1.6654749
662.0,1.7060893
663.0,1.5414553
664.0,0.70461595
665.0,0.5561634
666.0,1.4337764
667.0,1.4949404
668.0,1.5401509
669.0,1.4520164
670.0,1.7222846
671.0,1.3528156
672.0,1.3018925
673.0,0.97422266
674.0,1.1548141
675.0,0.9925221
676.0,1.2217776
677.0,0.85743123
678.0,0.9192273
679.0,0.87338704
680.0,1.0821803
681.0,1.015003
682.0,0.6447442
683.0,0.89542055
684.0,0.947312
685.0,0.82049966
686.0,0.6621336
687.0,0.80267006
688.0,1.1033257
689.0,0.80030465
690.0,1.1590664
691.0,1.0572861
692.0,0.8254829
693.0,1.887008
694.0,1.913628
695.0,1.1171718
696.0,0.5949788
697.0,1.0062745
698.0,1.4736143
699.0,1.540461
700.0,1.4175502
701.0,1.6916577
702.0,1.5735071
703.0,1.8544009
704.0,1.884868
705.0,1.8020954
706.0,1.7633282
707.0,1.650142
708.0,1.7697264
709.0,1.6055603
710.0,1.5767187
711.0,1.4965545
712.0,1.5462126
713.0,1.5500704
714.0,1.7125746
715.0,1.6362118
716.0,1.5066477
717.0,1.5528383
718.0,1.4466267
719.0,1.6373125
720.0,1.4416758
721.0,1.586567
722.0,1.6777145
723.0,1.7189797
724.0,1.5598613
725.0,1.6490605
726.0,1.6810142
727.0,1.7436577
728.0,1.5538645
729.0,1.9217869
730.0,1.8760701
731.0,1.9550036
732.0,1.8605716
733.0,1.9518926
734.0,1.8106736
735.0,1.7962936
736.0,1.8477068
737.0,1.8622183
738.0,1.892859
739.0,1.7862322
740.0,1.8027227
741.0,1.8935726
742.0,1.9344032
743.0,1.9902883
744.0,2.0305593
745.0,2.0380008
746.0,2.0280936
747.0,1.8461297
748.0,2.0534902
749.0,2.0743153
750.0,1.7387043
751.0,1.7990254
752.0,2.0013769
753.0,2.1310349
754.0,2.3144062
755.0,2.0966668
756.0,2.1250165
757.0,2.060642
758.0,1.9261022
759.0,1.8121812
760.0,1.8183337
761.0,1.740344
762.0,1.65185
763.0,1.6984813
764.0,1.6262833
765.0,1.5936718
766.0,1.6526024
767.0,1.7024113
768.0,1.8380085
769.0,1.7118497
770.0,1.6702864
771.0,1.7957793
772.0,1.7363001
773.0,1.6371002
774.0,1.7058932
775.0,1.6222593
776.0,1.6921604
777.0,1.8514469
778.0,2.0007136
779.0,1.7078168
780.0,1.3739953
781.0,1.285466
782.0,1.6147156
783.0,1.7821876
784.0,1.8450134
785.0,1.7116202
786.0,1.7527806
787.0,1.7156696
788.0,1.6991397
789.0,1.7497519
790.0,1.6393347
791.0,1.7409526
792.0,1.6311877
793.0,1.7208681
794.0,1.7246045
795.0,1.61942
796.0,1.6685754
797.0,1.5614126
798.0,1.5629437
799.0,1.5489638
800.0,1.8002167
801.0,1.969203
802.0,1.842105
803.0,1.7860955
804.0,1.8416752
805.0,1.7281364
806.0,1.7226378
807.0,1.6163198
808.0,1.4613388
809.0,1.5505344
810.0,1.5517547
811.0,1.5534463
812.0,1.3634893
813.0,1.8055221
814.0,1.8504375
815.0,2.0665755
816.0,2.091292
817.0,1.9859959
818.0,1.9599448
819.0,1.815442
820.0,1.6835282
821.0,1.7098244
822.0,1.7218225
823.0,1.810104
824.0,1.9225703
825.0,1.8228501
826.0,2.010724
827.0,2.0600214
828.0,2.1058972
829.0,1.5782485
830.0,1.7062783
831.0,1.7103357
832.0,1.6050925
833.0,1.6672051
834.0,1.897842
835.0,1.9941539
836.0,1.988432
837.0,1.9378844
838.0,1.9512968
839.0,1.9248917
840.0,1.9756572
841.0,1.8612603
842.0,1.8702636
843.0,1.7089264
844.0,1.7824001
845.0,1.611357
846.0,1.7877023
847.0,1.9331355
848.0,1.9332383
849.0,1.9862092
850.0,1.7537411
851.0,1.905344
852.0,1.9582685
853.0,1.948109
854.0,1.7595205
855.0,1.7221766
856.0,1.775467
857.0,1.7316109
858.0,1.7269605
859.0,1.6952994
860.0,1.8263564
861.0,1.6696979
862.0,1.7644753
863.0,1.7942922
864.0,1.787341
865.0,1.7719176
866.0,1.768779
867.0,1.8639024
868.0,1.8994662
869.0,1.8687855
870.0,1.9218638
871.0,1.7776086
872.0,1.927213
873.0,1.9028496
874.0,1.7096479
875.0,1.4309292
876.0,1.495647
877.0,1.8294262
878.0,1.7460365
879.0,2.0297835
880.0,1.909048
881.0,2.1169846
882.0,1.744609
883.0,1.8922833
884.0,1.7902702
885.0,2.2093692
886.0,1.8441986
887.0,1.8533564
888.0,2.027082
889.0,1.941172
890.0,2.0515356
891.0,2.0282578
892.0,2.04437
893.0,1.9363112
894.0,1.9618227
895.0,2.066937
896.0,1.878752
897.0,1.8729424
898.0,1.8784963
899.0,1.8788373
900.0,1.8921509
901.0,1.9442508
902.0,1.8759108
903.0,1.7423679
904.0,1.5450335
905.0,1.5163224
906.0,1.5788839
907.0,1.427866
908.0,1.5219129
909.0,1.3460971
910.0,1.5418822
911.0,1.8185797
912.0,1.8906912
913.0,1.9035147
914.0,2.0099533
915.0,1.8633399
916.0,2.0072637
917.0,1.8688073
918.0,1.8972758
919.0,1.7079883
920.0,1.8743299
921.0,1.9679364
922.0,1.7797838
923.0,1.8825345
924.0,1.9029956
925.0,1.6630596
926.0,1.884912
927.0,1.8126783
928.0,2.071387
929.0,1.7822068
930.0,1.985408
931.0,1.8844588
932.0,2.0514493
933.0,2.020133
934.0,2.0667524
935.0,1.9987478
936.0,1.8096272
937.0,1.728018
938.0,1.6699363
939.0,1.5251899
940.0,1.8775128
941.0,1.6358525
942.0,1.6122483
943.0,1.6554896
944.0,1.7387066
945.0,1.9722687
946.0,1.7025388
947.0,1.7532172
948.0,1.3530877
949.0,1.2633955
950.0,1.4401149
951.0,1.5639954
952.0,1.4510211
953.0,1.4550576
954.0,1.3270156
955.0,1.427494
956.0,1.2661667
957.0,1.3760462
958.0,1.607722
959.0,1.4862539
960.0,1.6305033
961.0,1.8074727
962.0,1.7384233
963.0,1.9353215
964.0,2.315746
965.0,2.0583649
966.0,1.6540908
967.0,1.3557
968.0,1.3278929
969.0,1.2580044
970.0,1.6367174
971.0,1.6633997
972.0,1.4898041
973.0,1.6340233
974.0,1.6793065
975.0,2.1904671
976.0,1.8724285
977.0,1.8431306
978.0,1.6471816
979.0,1.7453561
980.0,1.7203132
981.0,1.7346491
982.0,1.7547855
983.0,1.7617553
984.0,1.9138057
985.0,1.8703526
986.0,2.2107108
987.0,1.9573549
988.0,1.8726611
989.0,1.7253879
990.0,1.972872
991.0,1.8724551
992.0,1.7759385
993.0,1.7845193
994.0,1.8430468
995.0,1.6488386
996.0,1.6168004
997.0,1.6121607
998.0,1.7838595
999.0,2.0451236
1000.0,1.9822084
1001.0,2.0721407
1002.0,1.9698153
1003.0,1.9802226
1004.0,1.947745
1005.0,2.0895886
1006.0,2.1079335
1007.0,2.0152452
1008.0,1.963134
1009.0,1.6211095
1010.0,1.9171385
1011.0,1.8149174
1012.0,2.1565373
1013.0,1.8194321
1014.0,1.8122627
1015.0,2.0439982
1016.0,1.6359344
1017.0,1.868852
1018.0,2.0031583
1019.0,2.105
1020.0,2.107143
1021.0,2.2410302
1022.0,1.952922
1023.0,1.9347847
1024.0,1.8564463
1025.0,1.883533
1026.0,1.8368192
1027.0,1.9532201
1028.0,1.8437605
1029.0,2.065088
1030.0,2.0199912
1031.0,1.9514734
1032.0,1.8813437
1033.0,1.9701712
1034.0,2.189887
1035.0,2.0075083
1036.0,2.1219378
1037.0,1.9259565
1038.0,1.9487914
1039.0,1.8414758
1040.0,1.8776292
1041.0,1.9826459
1042.0,1.9144479
1043.0,2.0328977
1044.0,1.9204268
1045.0,2.0384107
1046.0,1.9539535
1047.0,2.047913
1048.0,2.0173984
1049.0,2.1589572
1050.0,2.0291224
1051.0,1.9373523
1052.0,2.0427167
1053.0,2.037728
1054.0,2.0971193
1055.0,2.0940092
1056.0,2.0474405
1057.0,1.9167926
1058.0,1.9038007
1059.0,1.9466585
1060.0,1.9752934
1061.0,1.832884
1062.0,2.071747
1063.0,1.9537911
1064.0,1.8675611
1065.0,2.0456004
1066.0,2.0494301
1067.0,1.8520137
1068.0,1.8677901
1069.0,1.9515263
1070.0,2.0483513
1071.0,1.8723147
1072.0,1.9158093
1073.0,1.7749001
1074.0,1.7757592
1075.0,1.8619981
1076.0,1.8027835
1077.0,1.8678684
1078.0,1.8577561
1079.0,1.766173
1080.0,1.9220762
1081.0,1.7294122
1082.0,1.7563345
1083.0,1.7200304
1084.0,2.7913225
1085.0,1.8196689
1086.0,1.7822491
1087.0,1.8657554
1088.0,1.8780764
1089.0,1.790488
1090.0,1.687034
1091.0,1.6358318
1092.0,1.6262517
1093.0,1.938193
1094.0,1.8032709
1095.0,1.6436014
1096.0,1.805215
1097.0,2.0403323
1098.0,1.902218
1099.0,1.6479826
1100.0,1.74019
1101.0,1.6890053
1102.0,1.7793688
1103.0,1.9408183
1104.0,1.7390598
1105.0,1.9352618
1106.0,1.8248519
1107.0,1.9405981
1108.0,1.880643
1109.0,2.2548995
1110.0,2.047889
1111.0,2.4715118
